Date,Tank_ID,Time,Date.Time,Observer.Initials,Temperature_C,pH_mv,Salinity_psu,Calcium_ppm,TA_dKH,Orion_Temp,light2,light3,light4,tris.date,Probe.Set,notes
20250110,header_tank,9:22,,ZD,25.71,-64,34.82,,,NA,NA,NA,NA,20250107,Probe1,
20250110,BT 1/2,9:22,,ZD,25.72,-65.8,34.82,,,NA,NA,NA,NA,20250107,Probe1,
20250110,BT 3/4,9:22,,ZD,25.72,-66.1,34.83,,,NA,NA,NA,NA,20250107,Probe1,
20250114,header_tank,13:24,,FF,25.92,-69.1,34.84,,,NA,NA,NA,NA,20250107,Probe1,
20250114,BT 1/2,13:24,,FF,25.92,-69.7,34.84,,,NA,NA,NA,NA,20250107,Probe1,
20250114,BT 3/4,13:24,,FF,25.92,-69.9,34.85,,,NA,NA,NA,NA,20250107,Probe1,
20250115,header_tank,15:00,,JA,25.94,-72.7,34.78,,,NA,NA,NA,NA,20250107,Probe1,
20250115,BT 1/2,15:00,,JA,25.98,-72.4,34.83,,,NA,NA,NA,NA,20250107,Probe1,
20250115,BT 3/4,15:00,,JA,26.03,-72.9,34.83,,,NA,NA,NA,NA,20250107,Probe1,
20250121,header_tank,16:00,,JA,25.43,-72.5,34.31,,,NA,NA,NA,NA,20250107,Probe1,
20250121,BT 1/2,16:00,,JA,25.43,-72.9,34.32,229.1,,NA,NA,NA,NA,20250107,Probe1,
20250121,BT 3/4,16:00,,JA,25.45,-73.2,34.32,,,NA,NA,NA,NA,20250107,Probe1,
20250122,BT 1/2,15:45,,HP,,,,398.1,,NA,NA,NA,NA,20250107,Probe1,
20250123,header_tank,10:30,,EA,25.13,-65.4,34.3,,,NA,NA,NA,NA,20250107,Probe1,
20250123,BT 1/2,10:30,,EA,25.14,-66,34.31,346.7,,NA,NA,NA,NA,20250107,Probe1,
20250123,BT 3/4,10:30,,EA,25.14,-66.2,34.32,,,NA,NA,NA,NA,20250107,Probe1,
20250123,BT 1/2,14:51,,ZD,,,,380,,NA,NA,NA,NA,20250107,Probe1,
20250123,BT 1/2,16:00,,HP,,,,389,,NA,NA,NA,NA,20250107,Probe1,
20250124,header_tank,12:05,,EA,25.4,-65.2,34.63,,,NA,NA,NA,NA,20250107,Probe1,
20250124,BT 1/2,12:05,,EA,25.41,-65.8,34.64,338.8,,NA,NA,NA,NA,20250107,Probe1,
20250124,BT 3/4,12:05,,EA,25.41,-66,34.65,,,NA,NA,NA,NA,20250107,Probe1,
20250125,header_tank,12:00,,HP,25.64,-68.1,34.78,478.6,,NA,NA,NA,NA,20250107,Probe1,
20250125,BT 1/2,12:00,,HP,25.64,-68.1,34.78,426.6,,NA,NA,NA,NA,20250107,Probe1,
20250125,BT 3/4,12:00,,HP,25.67,-68.1,34.79,436.5,,NA,NA,NA,NA,20250107,Probe1,
20250127,header_tank,15:00,,EA,25.78,-70.1,34.86,,,NA,NA,NA,NA,20250107,Probe1,
20250127,BT 1/2,15:00,,EA,25.8,-70.8,34.87,,,NA,NA,NA,NA,20250107,Probe1,
20250127,BT 3/4,15:00,,EA,25.8,-71,34.88,,,NA,NA,NA,NA,20250107,Probe1,
20250128,header_tank,9:45,,SS,25.51,-65.9,34.65,,,NA,NA,NA,NA,20250107,Probe1,
20250128,BT 1/2,9:45,,SS,25.53,-66.9,34.68,389,,NA,NA,NA,NA,20250107,Probe1,
20250128,BT 3/4,9:45,,SS,25.52,-67.1,34.12,,,NA,NA,NA,NA,20250107,Probe1,
20250129,header_tank,11:15,,SS,24.78,-67,34.08,,,NA,NA,NA,NA,20250107,Probe1,
20250129,BT 1/2,11:15,,SS,24.8,-67.7,34.09,346.7,,NA,NA,NA,NA,20250107,Probe1,
20250129,BT 3/4,11:15,,SS,24.8,-68,34.09,,,NA,NA,NA,NA,20250107,Probe1,
20250130,header_tank,10:45,,SS,25.48,-66.6,34.57,,,NA,NA,NA,NA,20250107,Probe1,
20250130,BT 1/2,10:45,,SS,25.48,-67.2,34.58,302,,NA,NA,NA,NA,20250107,Probe1,
20250130,BT 3/4,10:45,,SS,25.49,-67.6,34.59,,,NA,NA,NA,NA,20250107,Probe1,
20250130,BT 1/2,16:00,,ZD,,,,363.1,,NA,NA,NA,NA,20250107,Probe1,
20250131,header_tank,11:50,,EA,25.75,-66.3,34.79,,,NA,NA,NA,NA,20250107,Probe1,
20250131,BT 1/2,11:50,,EA,25.76,-67,34.8,288.4,,NA,NA,NA,NA,20250107,Probe1,
20250131,BT 3/4,11:50,,EA,25.75,-67.3,34.81,,,NA,NA,NA,NA,20250107,Probe1,
20250203,header_tank,15:10,,EA,25.45,-68.2,34.54,,,NA,NA,NA,NA,20250107,Probe1,
20250203,BT 1/2,15:10,,EA,25.46,-68.9,34.54,309,,NA,NA,NA,NA,20250107,Probe1,
20250203,BT 3/4,15:10,,EA,25.45,-69.2,34.54,,,NA,NA,NA,NA,20250107,Probe1,
20250204,header_tank,9:00,,ZD,25.1,-61.3,34.36,,,NA,NA,NA,NA,20250107,Probe1,
20250204,BT 1/2,9:00,,ZD,25.15,-63.5,34.36,416.9,,NA,NA,NA,NA,20250107,Probe1,
20250204,BT 3/4,9:00,,ZD,25.15,-63.8,34.36,,,NA,NA,NA,NA,20250107,Probe1,
20250205,header_tank,14:05,,EA,26.01,-67.8,34.93,,,NA,NA,NA,NA,20250107,Probe1,
20250205,BT 1/2,14:05,,EA,26.03,-67.5,34.95,436.5,,NA,NA,NA,NA,20250107,Probe1,
20250205,BT 3/4,14:05,,EA,26.03,-67.9,34.95,,,NA,NA,NA,NA,20250107,Probe1,
20250206,header_tank,11:15,,SS,25.7,-63.5,34.72,,,NA,NA,NA,NA,20250107,Probe1,
20250206,BT 1/2,11:15,,SS,25.78,-64,34.75,346.7,,NA,NA,NA,NA,20250107,Probe1,
20250206,BT 3/4,11:15,,SS,25.76,-64,34.75,,,NA,NA,NA,NA,20250107,Probe1,
20250207,header_tank,13:15,,EA,26.11,-65.6,34.99,,,NA,NA,NA,NA,20250107,Probe1,
20250207,BT 1/2,13:15,,EA,26.12,-66.2,35,457.1,,NA,NA,NA,NA,20250107,Probe1,
20250207,BT 3/4,13:15,,EA,26.12,-66.4,35,,,NA,NA,NA,NA,20250107,Probe1,
20250210,header_tank,14:45,,EA,25.95,-66.1,34.74,,,NA,NA,NA,NA,20250107,Probe1,
20250210,BT 1/2,14:45,,EA,25.99,-66.9,34.75,363.1,,NA,NA,NA,NA,20250107,Probe1,
20250210,BT 3/4,14:45,,EA,25.97,-67.4,34.75,,,NA,NA,NA,NA,20250107,Probe1,
20250211,header_tank,12:40,,SS,25.42,-61.3,34.35,,,NA,NA,NA,NA,20250107,Probe1,
20250211,BT 1/2,12:40,,SS,25.49,-62.6,34.43,302,,NA,NA,NA,NA,20250107,Probe1,
20250211,BT 3/4,12:40,,SS,25.24,-62.6,34.24,,,NA,NA,NA,NA,20250107,Probe1,
20250212,header_tank,14:00,,EA,25.57,-64.1,34.5,,,NA,NA,NA,NA,20250107,Probe1,
20250212,BT 1/2,14:00,,EA,25.59,-65.3,34.5,426.6,,NA,NA,NA,NA,20250107,Probe1,
20250212,BT 3/4,14:00,,EA,25.43,-65.9,34.38,,,NA,NA,NA,NA,20250107,Probe1,
20250213,header_tank,11:45,,SS,25.25,-63.7,34.23,,,NA,NA,NA,NA,20250107,Probe1,
20250213,BT 1/2,11:45,,SS,25.32,-63.7,34.26,309,,NA,NA,NA,NA,20250107,Probe1,
20250213,BT 3/4,11:45,,SS,25.12,-63.5,34.89,,,NA,NA,NA,NA,20250107,Probe1,
20250214,header_tank,11:55,,EA,25.47,-63.5,34.39,,,NA,NA,NA,NA,20250107,Probe1,
20250214,BT 1/2,11:55,,EA,25.52,-64.2,34.4,416.9,,NA,NA,NA,NA,20250107,Probe1,
20250214,BT 3/4,11:55,,EA,25.34,-64.4,34.3,,,NA,NA,NA,NA,20250107,Probe1,
20250218,header_tank,13:20,,ZD,25.26,-64.7,34.21,,,NA,NA,NA,NA,20250107,Probe1,
20250218,BT 1/2,13:20,,ZD,25.29,-65.5,34.23,281.8,,NA,NA,NA,NA,20250107,Probe1,
20250218,BT 3/4,13:20,,ZD,25.15,-65.6,34.13,,,NA,NA,NA,NA,20250107,Probe1,
20250219,header_tank,15:05,,EA,25.41,-65.7,34.25,,,NA,NA,NA,NA,20250107,Probe1,
20250219,BT 1/2,15:05,,EA,25.44,-67,34.32,323.6,,NA,NA,NA,NA,20250107,Probe1,
20250219,BT 3/4,15:05,,EA,25.26,-67,34.22,,,NA,NA,NA,NA,20250107,Probe1,
20250220,header_tank,16:30,,SS,25.24,-64.2,34.12,,,NA,NA,NA,NA,20250107,Probe1,
20250220,BT 1/2,16:30,,SS,25.29,-65.5,34.17,281.8,,NA,NA,NA,NA,20250107,Probe1,
20250220,BT 3/4,16:30,,SS,25.22,-65.9,34.16,,,NA,NA,NA,NA,20250107,Probe1,
20250221,header_tank,8:15,,ZD,24.67,-60.4,33.78,426.6,,NA,NA,NA,NA,20250107,Probe1,
20250221,BT 1/2,8:27,,ZD,24.65,-60.8,33.77,426.6,,NA,NA,NA,NA,20250107,Probe1,
20250221,BT 3/4,8:37,,ZD,24.63,-61.1,33.75,446.7,,NA,NA,NA,NA,20250107,Probe1,
20250224,header_tank,12:52,,NB,24.54,-61.3,33.57,,,NA,NA,NA,NA,20250107,Probe1,
20250224,BT 1/2,12:52,,NB,24.57,-62.7,33.59,275.1,,NA,NA,NA,NA,20250107,Probe1,
20250224,BT 3/4,12:52,,NB,24.56,-62.9,33.58,,,NA,NA,NA,NA,20250107,Probe1,
20250225,header_tank,11:10,,SS,24.42,-60.5,33.96,,,NA,NA,NA,NA,20250107,Probe1,
20250225,BT 1/2,11:10,,SS,24.52,-61.2,33.51,309,,NA,NA,NA,NA,20250107,Probe1,
20250225,BT 3/4,11:10,,SS,24.3,-61.4,33.67,,,NA,NA,NA,NA,20250107,Probe1,
20250226,header_tank,13:25,,TJW NB,24.63,-62,33.57,,,NA,NA,NA,NA,20250107,Probe1,
20250226,BT 1/2,13:25,,TJW NB,24.67,-63.6,33.56,309,,NA,NA,NA,NA,20250107,Probe1,
20250226,BT 3/4,13:25,,TJW NB,24.56,-63.8,33.54,,,NA,NA,NA,NA,20250107,Probe1,
20250227,header_tank,11:00,,SS,24.56,-60.7,33.44,,,NA,NA,NA,NA,20250107,Probe1,
20250227,BT 1/2,11:00,,SS,24.66,-61.7,33.53,275.4,,NA,NA,NA,NA,20250107,Probe1,
20250227,BT 3/4,11:00,,SS,24.55,-61.6,33.47,,,NA,NA,NA,NA,20250107,Probe1,
20250227,header_tank,13:00,,TJW,24.61,-61.5,33.7,,,NA,NA,NA,NA,20250107,Probe1,
20250227,BT 1/2,13:00,,TJW,24.75,-63.7,33.63,295.1,,NA,NA,NA,NA,20250107,Probe1,
20250227,BT 3/4,13:00,,TJW,24.64,-63.8,33.5,,,NA,NA,NA,NA,20250107,Probe1,
20250227,BT 1/2,13:00,,ZD,,,,,6.5,NA,NA,NA,NA,20250107,Probe1,
20250228,header_tank,12:20,,EA,24.48,-62.3,33.8,,,NA,NA,NA,NA,20250228,Probe1,
20250228,BT 1/2,12:20,,EA,24.55,-63.6,33.51,275.4,,NA,NA,NA,NA,20250228,Probe1,
20250228,BT 3/4,12:20,,EA,24.48,-63.7,33.44,,,NA,NA,NA,NA,20250228,Probe1,
20250303,header_tank,14:45,,EA,24.34,-65.7,33.21,,,NA,NA,NA,NA,20250228,Probe1,
20250303,BT 1/2,14:45,,EA,24.4,-66.8,33.33,269.2,,NA,NA,NA,NA,20250228,Probe1,
20250303,BT 3/4,14:45,,EA,24.3,-66.7,33.21,,,NA,NA,NA,NA,20250228,Probe1,
20250304,header_tank,17:00,,SS,24.31,-63.5,33.37,,,NA,NA,NA,NA,20250228,Probe1,
20250304,BT 1/2,17:00,,SS,24.4,-64.5,33.44,257,,NA,NA,NA,NA,20250228,Probe1,
20250304,BT 3/4,17:00,,SS,24.32,-65.1,33.39,,,NA,NA,NA,NA,20250228,Probe1,
20250305,header_tank,19:00,,SS,24.49,-66,33.44,,,NA,NA,NA,NA,20250228,Probe1,
20250305,BT 1/2,19:00,,SS,24.57,-66.4,33.74,346.7,,NA,NA,NA,NA,20250228,Probe1,
20250305,BT 3/4,19:00,,SS,24.46,-66.6,33.73,,,NA,NA,NA,NA,20250228,Probe1,
20250306,BT 1/2,8:00,,ZD,,,,398.1,,NA,NA,NA,NA,20250228,Probe1,
20250306,header_tank,12:30,,TJW,24.63,-61.4,33.64,,,NA,NA,NA,NA,20250228,Probe1,
20250306,BT 1/2,12:30,,TJW,24.72,-62.4,33.7,323.6,,NA,NA,NA,NA,20250228,Probe1,
20250306,BT 3/4,12:30,,TJW,24.59,-62.9,33.58,,,NA,NA,NA,NA,20250228,Probe1,
20250307,header_tank,11:30,,TJW,24.56,-60.3,33.35,,,NA,NA,NA,NA,20250228,Probe1,
20250307,BT 1/2,11:30,,TJW,24.63,-61.7,33.59,331.1,,NA,NA,NA,NA,20250228,Probe1,
20250307,BT 3/4,11:30,,TJW,24.49,-62,33.46,,,NA,NA,NA,NA,20250228,Probe1,
20250311,header_tank,15:30,,ZD,25.33,-64.3,34.04,,,NA,NA,NA,NA,20250228,Probe1,
20250311,BT 1/2,15:30,,ZD,25.36,-64.8,34.06,363.1,5.6,NA,NA,NA,NA,20250228,Probe1,
20250311,BT 3/4,15:30,,ZD,25.31,-65,34.04,,,NA,NA,NA,NA,20250228,Probe1,
20250313,header_tank,12:00,,ZD,24.99,-58.8,33.88,,,NA,NA,NA,NA,20250228,Probe1,
20250313,BT 1/2,12:00,,ZD,25,-59.6,33.89,302.1,5.9,NA,NA,NA,NA,20250228,Probe1,
20250313,BT 3/4,12:00,,ZD,25.04,-60.1,33.9,,,NA,NA,NA,NA,20250228,Probe1,
20250317,header_tank,17:30,,SS,25.88,-66,34.2,,,NA,NA,NA,NA,20250228,Probe1,
20250317,BT 1/2,17:30,,SS,25.94,-67.1,34.23,346.7,,NA,NA,NA,NA,20250228,Probe1,
20250317,BT 3/4,17:30,,SS,25.89,-67.4,34.2,,,NA,NA,NA,NA,20250228,Probe1,
20250318,header_tank,13:20,,SS,24.55,-58.8,33.59,,,NA,NA,NA,NA,20250228,Probe1,
20250318,BT 1/2,13:20,,SS,25.09,-60.8,33.62,323.6,,NA,NA,NA,NA,20250228,Probe1,
20250318,BT 3/4,13:20,,SS,24.92,-60.7,33.67,,,NA,NA,NA,NA,20250228,Probe1,
20250319,header_tank,13:10,,TJW,24.59,-59,33.53,,,NA,NA,NA,NA,20250228,Probe1,
20250319,BT 1/2,13:10,,TJW,24.53,-60.5,33.51,288.4,,NA,NA,NA,NA,20250228,Probe1,
20250319,BT 3/4,13:10,,TJW,24.65,-60.5,33.53,,,NA,NA,NA,NA,20250228,Probe1,
20250320,header_tank,12:50,,TJW,24.63,-58.5,33.52,,,NA,NA,NA,NA,20250228,Probe1,
20250320,BT 1/2,12:50,,TJW,24.56,-60.5,33.42,281.8,,NA,NA,NA,NA,20250228,Probe1,
20250320,BT 3/4,12:50,,TJW,24.6,-60.7,33.51,,,NA,NA,NA,NA,20250228,Probe1,
20250321,header_tank,12:15,,EA,24.59,-59.7,33.42,,,NA,NA,NA,NA,20250228,Probe1,
20250321,BT 1/2,12:15,,EA,24.57,-61,33.45,288.4,,NA,NA,NA,NA,20250228,Probe1,
20250321,BT 3/4,12:15,,EA,24.65,-61.1,33.5,,,NA,NA,NA,NA,20250228,Probe1,
20250324,header_tank,13:30,,ZD,24.78,-58.8,33.74,,,NA,NA,NA,NA,20250228,Probe1,
20250324,BT 1/2,13:30,,ZD,24.76,-59.5,33.76,389,5.6,NA,NA,NA,NA,20250228,Probe1,
20250324,BT 3/4,13:30,,ZD,24.82,-59.5,33.77,,,NA,NA,NA,NA,20250228,Probe1,
20250325,header_tank,10:30,,TJW,24.82,-52.8,33.77,,,NA,NA,NA,NA,20250228,Probe1,
20250325,BT 1/2,10:30,,TJW,24.83,-54,33.83,323.6,,NA,NA,NA,NA,20250228,Probe1,
20250325,BT 3/4,10:30,,TJW,24.86,-54.2,33.85,,,NA,NA,NA,NA,20250228,Probe1,
20250326,header_tank,13:50,,TJW,25.02,-58.1,33.92,,,NA,NA,NA,NA,20250228,Probe1,
20250326,BT 1/2,13:50,,TJW,25.05,-59.3,33.93,323.6,5.4,NA,NA,NA,NA,20250228,Probe1,
20250326,BT 3/4,13:50,,TJW,25.04,-59.3,33.93,,,NA,NA,NA,NA,20250228,Probe1,
20250327,header_tank,13:20,,TJW,25.94,-57.5,33.67,,,NA,NA,NA,NA,20250327,Probe1,
20250327,BT 1/2,13:20,,TJW,24.89,-58.5,33.69,309,5.5,NA,NA,NA,NA,20250327,Probe1,
20250327,BT 3/4,13:20,,TJW,24.95,-58.7,33.68,,,NA,NA,NA,NA,20250327,Probe1,
20250328,header_tank,10:15,,TJW,24.95,-53.1,33.63,,,NA,NA,NA,NA,20250327,Probe1,
20250328,BT 1/2,10:15,,TJW,24.99,-54.4,33.66,323.6,5.4,NA,NA,NA,NA,20250327,Probe1,
20250328,BT 3/4,10:15,,TJW,24.96,-54.2,33.64,,5.3,NA,NA,NA,NA,20250327,Probe1,
20250328,header_tank,14:15,,SS,25.02,-57.8,33.68,,,NA,NA,NA,NA,20250327,Probe1,
20250328,BT 1/2,14:15,,SS,25.03,-59.4,33.68,,5.2,NA,NA,NA,NA,20250327,Probe1,
20250328,BT 3/4,14:15,,SS,25,-59.5,33.68,,5.1,NA,NA,NA,NA,20250327,Probe1,
20250331,header_tank,14:30,,EA,25.46,-58.7,33.87,,,NA,NA,NA,NA,20250327,Probe1,
20250331,BT 1/2,14:30,,EA,25.47,-60.1,33.88,346.7,4.3,NA,NA,NA,NA,20250327,Probe1,
20250331,BT 3/4,14:30,,EA,25.48,-60.1,33.88,,,NA,NA,NA,NA,20250327,Probe1,
20250401,header_tank,13:00,,TJW,25.15,-54.2,33.56,,,NA,NA,NA,NA,20250327,Probe1,
20250401,BT 1/2,13:00,,TJW,25.2,-56,33.59,380.2,4.8,NA,NA,NA,NA,20250327,Probe1,
20250401,BT 3/4,13:00,,TJW,25.18,-56,33.58,,,NA,NA,NA,NA,20250327,Probe1,
20250402,header_tank,13:00,,TJW,24.64,-56.3,33.49,,,NA,NA,NA,NA,20250327,Probe1,
20250402,BT 1/2,13:00,,TJW,24.66,-57,33.51,338.8,5,NA,NA,NA,NA,20250327,Probe1,
20250402,BT 3/4,13:00,,TJW,24.65,-57.1,33.5,,,NA,NA,NA,NA,20250327,Probe1,
20250403,header_tank,9:00,,TJW,24.81,-52.9,33.69,,,NA,NA,NA,NA,20250327,Probe1,
20250403,BT 1/2,9:00,,TJW,24.85,-53.6,33.7,346.7,5.3,NA,NA,NA,NA,20250327,Probe1,
20250403,BT 3/4,9:00,,TJW,24.83,-53.5,33.69,,,NA,NA,NA,NA,20250327,Probe1,
20250404,header_tank,15:30,,SS,25.19,-59.9,33.99,,,NA,NA,NA,NA,20250327,Probe1,
20250404,BT 1/2,15:30,,SS,25.25,-61,34.03,389,,NA,NA,NA,NA,20250327,Probe1,
20250404,BT 3/4,15:30,,SS,25.21,-60.9,34.02,,,NA,NA,NA,NA,20250327,Probe1,
20250407,header_tank,12:40,,EA,25.04,-56.4,34.25,,,NA,NA,NA,NA,20250327,Probe1,
20250407,BT 1/2,12:40,,EA,25.05,-57.7,34.25,354.8,4.4,NA,NA,NA,NA,20250327,Probe1,
20250407,BT 3/4,12:40,,EA,25.08,-57.4,34.27,,,NA,NA,NA,NA,20250327,Probe1,
20250408,header_tank,10:00,,TJW,24.7,-52.1,34.08,,,NA,NA,NA,NA,20250327,Probe1,
20250408,BT 1/2,10:00,,TJW,24.64,-53.5,34.07,371.5,5.1,NA,NA,NA,NA,20250327,Probe1,
20250408,BT 3/4,10:00,,TJW,24.73,-53.4,34.11,,,NA,NA,NA,NA,20250327,Probe1,
20250409,header_tank,13:00,,TJW,25.59,-57.1,34.07,,,NA,NA,NA,NA,20250327,Probe1,
20250409,BT 1/2,13:00,,TJW,24.58,-58.3,34.07,371.5,5.1,NA,NA,NA,NA,20250327,Probe1,
20250409,BT 3/4,13:00,,TJW,24.63,-58.1,34.11,,,NA,NA,NA,NA,20250327,Probe1,
20250410,header_tank,13:30,,NB,24.81,-56.6,34.34,,,NA,NA,NA,NA,20250327,Probe1,
20250410,BT 1/2,13:30,,NB,24.78,-57.9,34.32,331.1,5.1,NA,NA,NA,NA,20250327,Probe1,
20250410,BT 3/4,13:30,,NB,24.87,-57.6,34.37,,,NA,NA,NA,NA,20250327,Probe1,
20250411,header_tank,12:00,,EA,25.15,-53.6,34.44,,,NA,NA,NA,NA,20250327,Probe1,
20250411,BT 1/2,12:00,,EA,25.15,-54.8,34.41,363.1,,NA,NA,NA,NA,20250327,Probe1,
20250411,BT 3/4,12:00,,EA,25.18,-54.9,34.41,,,NA,NA,NA,NA,20250327,Probe1,
20250414,header_tank,13:00,,EA,25.11,-57,34.77,,,NA,NA,NA,NA,20250327,Probe1,
20250414,BT 1/2,13:00,,EA,25.1,-58.2,34.65,309,4.6,NA,NA,NA,NA,20250327,Probe1,
20250414,BT 3/4,13:00,,EA,25.14,-58.1,34.66,,,NA,NA,NA,NA,20250327,Probe1,
20250415,header_tank,12:30,,TJW,25.34,-53.9,34.76,,,NA,NA,NA,NA,20250327,Probe1,
20250415,BT 1/2,12:30,,TJW,25.34,-56.3,34.68,363.1,5.1,NA,NA,NA,NA,20250327,Probe1,
20250415,BT 3/4,12:30,,TJW,25.33,-56,34.7,,,NA,NA,NA,NA,20250327,Probe1,
20250416,header_tank,12:30,,NB,25.34,-54.9,35,,,NA,NA,NA,NA,20250327,Probe1,
20250416,BT 1/2,12:30,,NB,25.32,-56.1,34.8,398.1,4.7,NA,NA,NA,NA,20250327,Probe1,
20250416,BT 3/4,12:30,,NB,25.41,-56,34.75,,,NA,NA,NA,NA,20250327,Probe1,
20250417,header_tank,14:00,,TJW,25.2,-56.7,34.91,,,NA,NA,NA,NA,20250327,Probe1,
20250417,BT 1/2,14:00,,TJW,25.17,-58.2,34.85,380.2,,NA,NA,NA,NA,20250327,Probe1,
20250417,BT 3/4,14:00,,TJW,25.23,-58.3,34.85,,,NA,NA,NA,NA,20250327,Probe1,
20250418,header_tank,10:00,,TJW,24.9,-50.6,34.87,,,NA,NA,NA,NA,20250327,Probe1,
20250418,BT 1/2,10:00,,TJW,24.89,-51.9,34.91,389,,NA,NA,NA,NA,20250327,Probe1,
20250418,BT 3/4,10:00,,TJW,24.93,-51.7,34.94,,,NA,NA,NA,NA,20250327,Probe1,
20250421,header_tank,16:15,,ZD,25.43,-59.4,34.86,,,NA,NA,NA,NA,20250327,Probe1,
20250421,BT 1/2,16:15,,ZD,25.53,-58.6,35.26,371.6,,NA,NA,NA,NA,20250327,Probe1,
20250421,BT 3/4,16:15,,ZD,25.48,-58.9,35.2,,,NA,NA,NA,NA,20250327,Probe1,
20250422,header_tank,12:00,,TJW,25.14,-54,34.49,,,NA,NA,NA,NA,20250327,Probe1,
20250422,BT 1/2,12:00,,TJW,25.15,-54.9,34.5,354.8,4.4,NA,NA,NA,NA,20250327,Probe1,
20250422,BT 3/4,12:00,,TJW,25.18,-54.8,34.52,,,NA,NA,NA,NA,20250327,Probe1,
20250423,header_tank,10:00,,EA,25,-52.8,34.73,,,NA,NA,NA,NA,20250327,Probe1,temp probe out of battery
20250423,BT 1/2,10:00,,EA,25,-53.8,34.35,302,4.3,NA,NA,NA,NA,20250327,Probe1,temp probe out of battery
20250423,BT 3/4,10:00,,EA,25,-53.5,34.35,,,NA,NA,NA,NA,20250327,Probe1,temp probe out of battery
20250425,header_tank,12:20,,NB,24.806,-51,34.46,,,NA,NA,NA,NA,20250327,Probe1,
20250425,BT 1/2,12:20,,NB,24.766,-52,34.64,281.8,4,NA,NA,NA,NA,20250327,Probe1,
20250425,BT 3/4,12:20,,NB,24.85,-52.6,34.5,,,NA,NA,NA,NA,20250327,Probe1,
20250428,header_tank,12:50,,TJW,24.45,-47.6,34.24,,,NA,NA,NA,NA,20250327,Probe1,
20250428,BT 1/2,12:50,,TJW,24.47,-48.2,34.25,363.1,4.3,NA,NA,NA,NA,20250327,Probe1,
20250428,BT 3/4,12:50,,TJW,24.51,-48.3,34.27,,,NA,NA,NA,NA,20250327,Probe1,
20250430,header_tank,9:30,,SS,24.03,-49,33.97,,,NA,NA,NA,NA,20250327,Probe1,
20250430,BT 1/2,9:30,,SS,24.01,-51.7,34.01,323.6,,NA,NA,NA,NA,20250327,Probe1,
20250430,BT 3/4,9:30,,SS,24.08,-51.8,34.03,,,NA,NA,NA,NA,20250327,Probe1,
20250501,header_tank,13:30,,TJW,24.17,-53.1,34.72,,,NA,NA,NA,NA,20250327,Probe1,
20250501,BT 1/2,13:30,,TJW,24.19,-54.3,34.68,338.8,4.1,NA,NA,NA,NA,20250327,Probe1,
20250501,BT 3/4,13:30,,TJW,24.2,-54.1,34.69,,,NA,NA,NA,NA,20250327,Probe1,
20250502,header_tank,9:15,,TJW,24,-47.4,34.08,,,NA,NA,NA,NA,20250327,Probe1,
20250502,BT 1/2,9:15,,TJW,24.01,-48.2,34.09,,5.2,NA,NA,NA,NA,20250327,Probe1,
20250502,BT 3/4,9:15,,TJW,24.04,-48.4,34.11,,,NA,NA,NA,NA,20250327,Probe1,
20250506,header_tank,12:15,,EA,25.44,-48.5,35.23,,,NA,NA,NA,NA,20250327,Probe1,
20250506,BT 1/2,12:15,,EA,25.46,-50.6,35.24,389,3.9,NA,NA,NA,NA,20250327,Probe1,
20250506,BT 3/4,12:15,,EA,25.47,-50.4,35.26,,,NA,NA,NA,NA,20250327,Probe1,
20250507,header_tank,10:30,,TJW,25.29,-46.6,35.08,,,NA,NA,NA,NA,20250327,Probe1,
20250507,BT 1/2,10:30,,TJW,25.29,-48,35.12,363.1,,NA,NA,NA,NA,20250327,Probe1,
20250507,BT 3/4,10:30,,TJW,25.33,-47.9,35.13,,,NA,NA,NA,NA,20250327,Probe1,
20250508,header_tank,11:15,,TJW,24.73,-48.1,34.6,,,NA,NA,NA,NA,20250327,Probe1,
20250508,BT 1/2,11:15,,TJW,24.71,-49.6,34.58,295.1,4.2,NA,NA,NA,NA,20250327,Probe1,
20250508,BT 3/4,11:15,,TJW,24.73,-49.1,34.59,,,NA,NA,NA,NA,20250327,Probe1,
20250509,header_tank,12:01,,SS,24.83,-51.1,34.65,,4.1,NA,NA,NA,NA,20250327,Probe1,
20250509,BT 1/2,12:01,,SS,24.85,-51.5,34.67,316.2,4.1,NA,NA,NA,NA,20250327,Probe1,
20250509,BT 3/4,12:01,,SS,24.9,-51.1,34.71,,3.9,NA,NA,NA,NA,20250327,Probe1,
20250513,header_tank,12:50,,EA,24.11,-52,34.67,,,NA,NA,NA,NA,20250513,Probe1,
20250513,BT 1/2,12:50,,EA,24.11,-53.5,34.65,316.2,5.8,NA,NA,NA,NA,20250513,Probe1,
20250513,BT 3/4,12:50,,EA,24.15,-53.8,34.66,,,NA,NA,NA,NA,20250513,Probe1,
20250515,header_tank,15:30,,ZD,24.79,-58.4,34.74,416.9,,NA,NA,NA,NA,20250513,Probe1,
20250515,BT 1/2,15:30,,ZD,24.79,-58,34.74,323.6,4.8,NA,NA,NA,NA,20250513,Probe1,
20250515,BT 3/4,15:30,,ZD,24.82,-58,34.75,363.2,,NA,NA,NA,NA,20250513,Probe1,
20250520,header_tank,9:30,,TJW,24.26,-54,34.32,,,NA,NA,NA,NA,20250513,Probe1,
20250520,BT 1/2,9:30,,TJW,24.24,-55.1,34.31,380.2,4.9,NA,NA,NA,NA,20250513,Probe1,
